287,Quest Diagnostics,3.3,22,Company - Public,287
292,National Grid USA,3.6,3,Company - Public,292
294,Aegis Media,2.8,0,Subsidiary or Business Segment,294
300,Reliable Software Resources,4.0,6,Company - Private,300
302,Plymouth Rock Assurance,3.4,25,Company - Private,302
304,Metroplus Health Plan,2.7,0,Nonprofit Organization,304
305,Avani Technology Solutions,4.5,27,Company - Private,305
313,CyberCoders,4.2,29,Subsidiary or Business Segment,313
316,RWJBarnabas Health,3.7,23,Nonprofit Organization,316
323,Norgate Technology Inc,3.3,2,Company - Private,323
326,Sharp Electronics Corporation,3.9,33,Company - Public,326
329,Avani Technology Solutions,4.5,3,Company - Private,329
363,Robert Half,3.5,42,Company - Public,363
365,"Public Health Foundation Enterprises, In",3.3,44,Nonprofit Organization,365
366,USfalcon,4.3,45,Company - Private,366
367,Hampton University,2.5,45,College / University,367
368,Collins Consulting Inc,2.7,46,Company - Private,368
369,Patient Advocate Foundation,2.7,45,Nonprofit Organization,369
370,"Staffigo Technical Services, LLC",5.0,45,Company - Private,370
371,"Orbis, Inc.",4.9,47,Company - Private,371
377,Booz Allen Hamilton,3.8,50,Company - Public,377
379,"Epsilon Systems Solutions, Inc.",3.5,46,Company - Private,379
380,Oasis Systems,3.8,45,Company - Private,380
384,Liberty Source,3.5,45,Company - Private,384
385,"Oasis Systems, LLC",3.8,45,Company - Private,385
386,National Capitol Contracting (NCC),3.2,46,Company - Private,386
388,Analytical Mechanics Associates,3.5,45,Company - Private,388
389,"GStek, Inc.",3.2,53,Company - Private,389
392,AXSEUM Inc,3.1,54,Company - Private,392
394,CACI International,3.6,46,Company - Public,394
396,FacilitySource,3.6,48,Company - Public,396
397,Universal Consulting Services,3.3,46,Company - Private,397
398,"Universal Consulting Services, Inc.",3.3,46,Company - Private,398
399,"Staffigo Technical Services, LLC",5.0,55,Company - Private,399
400,University of Florida,4.3,55,College / University,400
401,AvMed Health Plans,3.1,55,Nonprofit Organization,401
402,Shands Jacksonville,3.3,56,Nonprofit Organization,402
403,Shands Jacksonville,3.3,55,Nonprofit Organization,403
404,Stamps.com,3.1,57,Company - Public,404
406,Neustar,3.7,59,Company - Private,406
407,Wellth Inc.,5.0,59,Company - Private,407
409,"Staffigo Technical Services, LLC",5.0,59,Company - Private,409
411,First Professional Services,5.0,59,Subsidiary or Business Segment,411
413,"ConsultNet, LLC",4.3,62,Company - Private,413
415,Acumen,3.2,59,Company - Private,415
416,HireTalent,4.5,59,Company - Private,416
421,ICONMA,3.6,63,Company - Private,421
425,Cedars-Sinai,3.9,59,Nonprofit Organization,425
427,Robert Half,3.5,57,Company - Public,427
435,Swinerton Builders,4.1,59,Company - Private,435
436,"Relevante, Inc.",3.1,59,Company - Private,436
437,"iSpace, Inc",3.7,64,Company - Private,437
442,Hulu,3.8,58,Company - Private,442
444,University of Southern California,4.2,59,College / University,444
445,Delmarva Foundation,3.1,68,Nonprofit Organization,445
450,Electronic Arts,3.9,59,Company - Public,450
451,Capital Group,3.9,59,Company - Private,451
453,AIDS Healthcare Foundation,4.7,59,Nonprofit Organization,453
454,LACERA,3.5,67,Government,454
457,Computershare,3.1,57,Company - Public,457
460,Cedars-Sinai,3.9,72,Nonprofit Organization,460
468,Tillster,3.3,59,Company - Private,468
472,"Netflix, Inc.",3.9,59,Company - Public,472
474,Tarzana,3.0,74,Company - Private,474
475,STAND 8 Technology Services,3.9,59,Company - Private,475
476,Internet Brands,3.4,59,Company - Private,476
477,Robert Half,3.5,59,Company - Public,477
482,Activision Blizzard,3.4,57,Company - Public,482
487,Tecolote Research,3.8,57,Company - Private,487
493,"Internet Brands, Inc.",3.4,59,Company - Private,493
495,Kforce,4.1,59,Company - Public,495
499,Genuent,3.5,59,Company - Private,499
501,The Wonderful Company LLC,3.6,59,Company - Private,501
502,Akraya Inc.,4.6,59,Company - Private,502
506,Mercury Insurance Group,3.4,76,Company - Public,506
509,Ajilon,3.6,78,Company - Public,509
511,Prosum,4.0,59,Company - Private,511
513,Saicon Consultants Inc,3.3,62,Company - Private,513
516,KORE1 Technologies,4.9,58,Company - Private,516
521,"Aviana Global Technologies, Inc",4.2,59,Company - Private,521
531,"U.S. Auto Parts Network, Inc.",3.4,82,Company - Public,531
532,MyLife.com,3.1,59,Company - Private,532
538,Tech Air,3.9,73,Company - Private,538
540,Midcom,3.5,85,Company - Private,540
541,Odesus,3.8,62,Company - Private,541
545,Airgas,3.8,73,Company - Public,545
546,Apollo Global Management,3.0,57,Company - Public,546
550,KIPP SoCal Public Schools,3.3,59,Nonprofit Organization,550
551,Genuent,3.5,64,Company - Private,551
552,SCAN Health Plan,3.2,73,Nonprofit Organization,552
556,Pacific Clinics,2.9,81,Nonprofit Organization,556
563,AppleOne,3.3,78,Company - Private,563
567,Information Technology Partners,2.8,62,Company - Private,567
568,Providence Health & Services,3.4,61,Nonprofit Organization,568
572,PIH Health,3.6,88,Nonprofit Organization,572
578,Wintrust Financial,3.9,90,Company - Public,578
580,Riskonnect,3.7,90,Company - Private,580
581,Centric Consulting,5.0,90,Company - Private,581
583,Kelly,3.4,91,Company - Public,583
584,Kelly,3.4,90,Company - Public,584
587,Allscripts,3.3,90,Company - Public,587
588,Circle Logistics,3.7,90,Company - Private,588
589,University of Chicago,4.0,90,College / University,589
590,Mondo,3.9,90,Company - Private,590
592,Swoon,4.6,91,Company - Private,592
594,Tempus,3.3,90,Company - Private,594
595,Feeding America,3.3,90,Nonprofit Organization,595
596,CRS Group,4.7,90,Company - Private,596
597,Peterson Technology Partners,4.3,90,Contract,597
598,BMO,3.2,90,Subsidiary or Business Segment,598
599,AppleOne,3.3,91,Company - Private,599
600,Robert Bosch Tool Corporation,3.1,92,Subsidiary or Business Segment,600
604,Milliman,3.8,90,Company - Private,604
606,UST Global,4.2,90,Company - Private,606
610,Ann & Robert H. Lurie Children's Hospital of Chicago,3.7,90,Nonprofit Organization,610
611,"TEKsystems, Inc",3.9,90,Subsidiary or Business Segment,611
613,HNI,3.4,90,Company - Public,613
614,SkySource Solutions,4.1,91,Company - Public,614
615,"Staffigo Technical Services, LLC",5.0,90,Company - Private,615
616,Flexport,3.5,90,Company - Private,616
624,Diverse Lynx,3.9,90,Company - Private,624
627,VIVA USA INC,4.6,90,Company - Private,627
630,Braviant Holdings,4.8,90,Company - Private,630
633,Rush University Medical Center,3.9,90,Hospital,633
634,TechUSA,2.7,90,Company - Private,634
635,Alliant Credit Union,3.4,95,Nonprofit Organization,635
641,Invenergy,3.8,90,Company - Private,641
646,BDP International,3.0,90,Company - Private,646
647,Numerator,3.9,90,Company - Private,647
648,Empire Today,3.7,97,Company - Private,648
650,"Fast Switch, LTD",4.3,98,Company - Private,650
652,Epiq Systems,3.6,90,Company - Private,652
654,PEAK6 Investments,2.9,90,Company - Private,654
655,ABS Graphics,2.5,100,Company - Private,655
657,Kforce,4.1,101,Company - Public,657
658,The Chicago Lighthouse,3.3,90,Company - Private,658
662,ALERE,2.8,90,Company - Public,662
663,Kelly Mitchell Group,3.6,91,Company - Private,663
665,"TreeHouse Foods, Inc.",2.5,103,Company - Public,665
666,NJF Global Holdings,4.2,90,Company - Private,666
667,Net2Source,3.2,98,Company - Private,667
669,HIMSS,2.9,90,Nonprofit Organization,669
672,Northern Trust,3.7,90,Company - Public,672
674,LEARN Charter School,4.1,90,School / School District,674
675,BankFinancial Corporation,2.5,91,Company - Public,675
676,Avani Technology Solutions,4.5,90,Company - Private,676
680,Nuveen,3.3,90,Company - Private,680
681,Maine Pointe,4.5,90,Company - Private,681
685,Softpath System LLC,3.9,90,Company - Private,685
686,Trinity Health,3.3,104,Nonprofit Organization,686
687,Motorola Solutions,3.7,90,Company - Public,687
690,Signode,3.2,106,Subsidiary or Business Segment,690
693,Robert Half,3.5,90,Company - Public,693
694,Jobot,5.0,90,Company - Private,694
695,Square One Resources,4.3,90,Company - Private,695
696,Esquire Recruiting,4.6,90,Company - Private,696
699,Steiner Electric Co,3.0,107,Company - Private,699
705,Metropolitan Family Services,3.2,90,Company - Private,705
709,RiverPoint,2.8,90,Company - Private,709
711,22nd Century Technologies,3.7,90,Company - Private,711
712,RiverPoint,3.8,90,Company - Private,712
716,N.F. Smith & Associates,4.1,109,Company - Private,716
717,Virtus Partners LLC,2.8,109,Company - Private,717
720,Crown Castle USA Inc,3.6,109,Company - Public,720
722,Mondo,3.9,109,Company - Private,722
724,Harris County,3.4,109,Government,724
727,Horne LLP,3.1,109,Company - Private,727
729,McLane Global,4.0,109,Company - Private,729
731,Kelsey-Seybold Medical Group,3.6,111,Private Practice / Firm,731
732,Pareto Systems,4.3,110,Company - Private,732
735,Houston-Galveston Area Council,2.5,109,Government,735
741,"Avetta, LLC",3.9,109,Company - Private,741
743,InvenTech Info,4.8,109,Company - Private,743
745,"Staffigo Technical Services, LLC",5.0,109,Company - Private,745
747,HealthHelp,2.5,109,Subsidiary or Business Segment,747
749,GeoDigital,2.4,109,Company - Private,749
752,ICF,3.5,109,Company - Public,752
753,G.A.S. Global,3.0,109,Company - Private,753
756,Robert Half,3.5,109,Company - Public,756
762,Yochana,2.9,109,Company - Private,762
764,TechUSA,2.7,113,Company - Private,764
766,Kelsey Seybold Clinic,3.6,111,Private Practice / Firm,766
767,Harris Health System,3.4,109,Government,767
772,"Infomerica, Inc",4.0,109,Company - Private,772
773,Servient,4.0,109,Company - Private,773
775,Icon Consultants,3.8,109,Company - Private,775
776,UTHealth Houston,4.0,109,College / University,776
779,Crawford Thomas Recruiting,5.0,109,Company - Private,779
780,Jobot,5.0,112,Company - Private,780
782,eTeam Inc.,3.7,109,Company - Private,782
783,LanceSoft Inc,3.8,109,Company - Private,783
785,Professional Enrollment Concepts,3.3,109,Company - Private,785
786,Texas Dow Employees Credit Union,3.1,112,Nonprofit Organization,786
787,Harris County Appraisal District,2.2,109,Government,787
789,Integrate,4.4,116,Company - Private,789
790,Desert Financial Credit Union,3.2,116,Company - Public,790
791,Corbins Electric,3.7,116,Company - Private,791
792,"The Judge Group, Inc.",3.5,116,Company - Private,792
793,Discount Tire,4.0,117,Company - Private,793
794,Robert Half,3.5,116,Company - Public,794
795,"TekCom Resources, Inc.",4.9,116,Company - Private,795
796,Viasat,4.1,116,Company - Public,796
797,National Education Partners,4.6,117,Company - Private,797
800,Modis,3.2,116,Subsidiary or Business Segment,800
802,Diverse Lynx,3.9,115,Company - Private,802
803,FAMILY INVOLVEMENT CENTER,3.6,116,Nonprofit Organization,803
805,ON Semiconductor,3.6,116,Company - Public,805
806,Charles Schwab,3.6,116,Company - Public,806
809,Alaska USA,3.4,118,Other Organization,809
810,The Paragon Group,2.9,117,Company - Public,810
815,Arizona State University,4.3,115,College / University,815
816,PK,3.6,116,Company - Private,816
817,Mondo,3.9,116,Company - Private,817
818,IntraEdge,3.8,115,Company - Private,818
819,"Circle K Stores, Inc.",2.9,115,Company - Public,819
820,Shamrock Foods,3.4,116,Company - Private,820
822,Infotree Service Inc,3.7,119,Company - Private,822
823,O'Reilly Automotive,3.1,116,Company - Public,823
829,Nucleusteq,5.0,116,Company - Private,829
831,Strategic Systems,4.5,115,Company - Private,831
834,Efinancial,3.5,115,Company - Private,834
839,Atos Syntel Inc.,3.5,116,Subsidiary or Business Segment,839
840,Diverse Lynx,3.9,116,Company - Private,840
843,Mastech Digital,4.5,116,Company - Public,843
850,Signature Consultants,3.6,119,Company - Private,850
853,"The Judge Group, Inc.",3.5,115,Company - Private,853
854,First American Financial Corporation,3.4,117,Company - Public,854
858,Stantec,3.7,119,Company - Public,858
860,Crisis Response Network,3.8,115,Nonprofit Organization,860
862,Kforce,4.1,119,Company - Public,862
863,Kineticom,4.1,119,Company - Private,863
865,GTN Technical Staffing,4.0,115,Company - Private,865
866,"AOC Solutions, Inc.",3.8,121,Company - Private,866
869,Avani Technology Solutions,4.5,117,Company - Private,869
871,TransPerfect,2.8,115,Company - Private,871
873,Greenphire,3.6,122,Company - Private,873
875,United BioSource,2.3,124,Other Organization,875
877,Community Behavioral Health,3.6,126,Company - Private,877
879,Ampcus Incorporated,3.9,126,Company - Private,879
880,Mondo,3.9,127,Company - Private,880
882,Mondo,3.9,128,Company - Private,882
884,"Staffigo Technical Services, LLC",5.0,126,Company - Private,884
886,"Tetra Tech, Inc.",3.7,126,Company - Public,886
888,"The Judge Group, Inc.",3.5,130,Company - Private,888
889,Apex Systems,3.8,126,Subsidiary or Business Segment,889
890,"Micro-Data Systems, Inc.",4.2,126,Company - Private,890
893,Collabera,4.1,126,Company - Private,893
894,Mondo,3.9,131,Company - Private,894
900,Robert Half,3.5,126,Company - Public,900
901,IntegriChain,3.2,126,Company - Private,901
903,AmeriHealth Caritas,3.1,126,Company - Private,903
907,Avantor,2.4,132,Company - Public,907
914,Dextro Software Systems,3.5,135,Company - Private,914
916,TechUSA,2.7,126,Company - Private,916
917,Mondo,3.9,126,Company - Private,917
920,"Innovative Development, LLC",3.8,136,Company - Private,920
924,"Genuent Global, LLC",3.5,134,Company - Private,924
926,CHOP,3.7,126,Nonprofit Organization,926
928,ORS Partners,4.0,139,Company - Private,928
930,"Zachary Piper Solutions, LLC",3.9,129,Company - Private,930
931,Infinity Consulting Solutions,3.4,127,Company - Private,931
934,"iTech Solutions, Inc",3.8,141,Company - Private,934
938,TeamSoft,4.7,134,Company - Private,938
939,Freedom Mortgage,4.2,143,Company - Private,939
940,"Computer Enterprises, Inc.",3.5,126,Company - Private,940
941,Weston Solutions Inc.,3.5,142,Company - Private,941
942,McGrath Systems,3.7,145,Company - Private,942
945,Kforce,4.1,127,Company - Public,945
949,Contemporary Staffing Solutions,4.4,126,Company - Private,949
950,The Judge Group,3.5,134,Company - Private,950
952,Micro-Data Systems Inc.,4.2,126,Company - Private,952
953,Avantor,2.4,134,Company - Public,953
954,Tetra Tech,3.7,126,Company - Public,954
956,NextGen Global Resources LLC,4.3,126,Subsidiary or Business Segment,956
957,The Judge Group,3.5,148,Company - Private,957
958,amerihealth,3.7,126,Subsidiary or Business Segment,958
962,Eurofins,3.4,150,Company - Private,962
963,Freedom Mortgage,4.2,151,Company - Private,963
966,Diverse Lynx,3.9,128,Company - Private,966
968,Forfeiture Support Associates,2.8,126,Company - Private,968
970,SRG Woolf,4.6,122,Company - Private,970
972,Trillium Solutions Group,4.8,129,Private Practice / Firm,972
974,The Judge Group,3.5,127,Company - Private,974
976,"Staffigo Technical Services, LLC",5.0,127,Company - Private,976
980,Fox Chase Cancer Center,4.0,126,Nonprofit Organization,980
983,CYNET SYSTEMS,4.0,153,Company - Private,983
984,Integrated Resources,3.1,153,Company - Private,984
986,Indotronix International Corporation,3.9,153,Company - Private,986
987,Diverse Lynx,3.9,153,Company - Private,987
988,Huntington Ingalls Industries,3.7,153,Company - Public,988
991,Vantage Bank Texas,3.4,153,Company - Private,991
996,NJVC,2.8,153,Company - Private,996
998,"Staffigo Technical Services, LLC",5.0,153,Company - Private,998
999,"Amyx, Inc.",4.0,153,Company - Private,999
1001,HCL Technologies Ltd.,3.5,153,Company - Public,1001
1002,CDO Technologies Inc,3.3,153,Company - Private,1002
1004,Kforce,4.1,153,Company - Public,1004
1005,PETCO,2.9,153,Company - Private,1005
1006,eTeam Inc.,3.7,153,Company - Private,1006
1007,LMI,4.0,153,Nonprofit Organization,1007
1008,CAMRIS International,4.0,153,Company - Private,1008
1013,Akima Management Services,3.3,153,Company - Private,1013
1016,Spectrum Comm,3.8,154,Company - Private,1016
1017,Peyton Resource Group,3.9,153,Company - Private,1017
1020,Strategic Staffing Solutions,3.1,153,Contract,1020
1021,CACI International,3.6,156,Company - Public,1021
1022,Midland Credit Management,3.3,156,Subsidiary or Business Segment,1022
1024,HealthStream,3.0,156,Company - Public,1024
1026,22nd Century Technologies,3.7,156,Company - Private,1026
1027,University of California,4.2,156,College / University,1027
1030,Client Solution Architects,3.4,156,Company - Private,1030
1032,"Staffigo Technical Services, LLC",5.0,156,Company - Private,1032
1033,Encore Capital Group,3.2,156,Company - Public,1033
1035,Axos Bank,3.4,156,Company - Public,1035
1038,Stem,3.2,156,Company - Private,1038
1039,Tandem Diabetes,3.8,156,Company - Public,1039
1040,Illumina,3.9,156,Company - Public,1040
1041,Forfeiture Support Associates,2.8,156,Company - Private,1041
1045,"Dexcom, Inc.",3.5,156,Company - Public,1045
1047,Vertex Pharmaceuticals,3.3,156,Company - Public,1047
1048,Kelly,3.4,156,Company - Public,1048
1050,Web Shop Manager,4.2,156,Company - Private,1050
1052,Intuit,4.4,156,Company - Public,1052
1058,Russell Tobin & Associates,3.5,156,Subsidiary or Business Segment,1058
1060,MedImpact,2.5,156,Company - Private,1060
1062,Sycuan Casino,3.3,158,Company - Private,1062
1063,California State University,4.1,156,College / University,1063
1064,"Sunrise Systems, Inc.",3.7,156,Company - Private,1064
1066,The Carrera Agency,4.9,156,Company - Private,1066
1070,SBG Techology Solutions,3.7,156,Company - Private,1070
1071,"Insight Enterprises, Inc.",4.1,159,Company - Public,1071
1072,Harris Computer,4.3,160,Subsidiary or Business Segment,1072
1074,Delmarva Foundation,3.1,162,Nonprofit Organization,1074
1077,Mondo,3.9,162,Company - Private,1077
1080,The Richards Group,3.7,162,Company - Private,1080
1083,"InfoVision, Inc.",4.4,162,Company - Private,1083
1088,"The Judge Group, Inc.",3.5,163,Company - Private,1088
1091,Match Group,2.8,162,Company - Private,1091
1092,Hilltop Holdings,2.9,164,Company - Public,1092
1094,"Staffigo Technical Services, LLC",5.0,162,Company - Private,1094
1097,Diversant LLC,3.8,162,Company - Private,1097
1098,Dallas ISD,3.3,162,School / School District,1098
1101,Kforce,4.1,162,Company - Public,1101
1102,Financial Additions,4.6,162,Company - Private,1102
1103,Dallas Independent School District,3.3,162,School / School District,1103
1104,First American Financial Corporation,3.4,164,Company - Public,1104
1107,VITALWARE LLC,3.8,162,Company - Private,1107
1109,Kubota Tractor,3.6,165,Subsidiary or Business Segment,1109
1110,Trinity Industries,2.9,162,Company - Public,1110
1113,Federal Reserve Bank of Richmond,3.6,162,Nonprofit Organization,1113
1116,Atmos Energy Corp.,3.8,162,Company - Public,1116
1118,North Central Texas Council of Governments,2.6,161,Nonprofit Organization,1118
1122,Apex Systems,3.8,164,Subsidiary or Business Segment,1122
1123,RealPage,2.8,163,Company - Public,1123
1124,Mary Kay,3.9,166,Company - Private,1124
1127,Apptricity Corporation,4.4,164,Company - Private,1127
1128,Mitchell Martin,4.1,159,Company - Private,1128
1133,Ho Chunk,2.8,161,Company - Private,1133
1134,Precision technologies corp,4.2,159,Company - Private,1134
1136,Mosaic Sales Solutions,3.4,164,Company - Private,1136
1138,Prudent Technologies & Consulting,4.2,165,Company - Private,1138
1142,PROLIM Global Corporation,3.4,162,Company - Private,1142
1143,ADT,3.1,164,Company - Public,1143
1144,"Pinnacle Technical Resources, Inc.",3.4,162,Company - Private,1144
1146,eDataForce consulting LLC,3.4,162,Company - Private,1146
1148,"ServiceLink, a Black Knight Company",2.5,162,Subsidiary or Business Segment,1148
1154,University of Texas at Arlington,4.2,161,College / University,1154
1157,HCL America Inc.,3.5,159,Company - Public,1157
1158,Colfax Corporation,2.1,162,Company - Public,1158
1160,ServiceLink,2.5,162,Subsidiary or Business Segment,1160
1161,Onyx CenterSource,3.6,162,Company - Private,1161
1165,eTeam Inc.,3.7,164,Company - Private,1165
1167,Mindteck,3.3,171,Company - Public,1167
1169,Analytical Mechanics Associates,3.5,162,Company - Private,1169
1175,Horn Solutions Inc.,4.2,162,Company - Private,1175
1176,DJO Global,3.0,162,Subsidiary or Business Segment,1176
1177,Kforce,4.1,159,Company - Public,1177
1185,Molex,3.1,162,Company - Private,1185
1186,Net2Source,3.2,163,Company - Private,1186
1187,ClientSolv Technologies,3.3,160,Company - Private,1187
1188,Diverse Lynx,3.9,159,Company - Private,1188
1192,Employbridge,3.5,164,Company - Private,1192
1193,FirstAmerica,3.2,161,Company - Private,1193
1194,ArcBest,3.6,159,Company - Public,1194
1195,Peyton Resource Group (PRG),3.9,159,Company - Private,1195
1197,Apex Systems,3.8,159,Subsidiary or Business Segment,1197
1198,Frontend Arts,4.5,164,Company - Private,1198
1202,OSI Engineering,4.5,173,Company - Private,1202
1203,NVIDIA,4.6,174,Company - Public,1203
1204,Risk Management Solutions (RMS),3.9,173,Company - Private,1204
1205,LeanData,4.0,174,Company - Private,1205
1206,Alteryx,3.3,175,Company - Public,1206
1207,Bandai Namco Entertainment America,3.1,174,Subsidiary or Business Segment,1207
1208,Kelly,3.4,176,Company - Public,1208
1209,Tesla Motors,3.4,177,Company - Public,1209
1211,IntraEdge,3.8,179,Company - Private,1211
1212,Connor Group,4.0,174,Company - Private,1212
1216,ICONMA,3.6,176,Company - Private,1216
1221,"TalentBurst, Inc.",3.9,176,Company - Private,1221
1224,Zipongo,4.0,178,Company - Private,1224
1226,Netflix,3.9,183,Company - Public,1226
1228,"Iconma, L.L.C.",3.6,182,Company - Private,1228
1229,Diverse Lynx,3.9,178,Company - Private,1229
1231,"Netflix, Inc.",3.9,183,Company - Public,1231
1234,"PDS Tech, Inc.",3.8,176,Company - Private,1234
1235,Power Integrations,3.8,178,Company - Public,1235
1236,Infotree Service Inc,3.7,178,Company - Private,1236
1237,Accounting Principals,4.0,178,Company - Public,1237
1238,Collabera,4.1,182,Company - Private,1238
1240,Crystal Equation,3.9,179,Company - Private,1240
1241,Frontend Arts,4.5,178,Company - Private,1241
1243,Poshmark,4.8,175,Company - Private,1243
1244,Artech LLC,3.9,182,Company - Private,1244
1246,Zolon Tech Solutions Inc.,4.0,176,Company - Private,1246
1247,"Staffigo Technical Services, LLC",5.0,178,Company - Private,1247
1254,Exact Sciences Corporation,4.0,175,Company - Public,1254
1257,"John Wiley & Sons, Inc.",3.3,183,Company - Public,1257
1258,Cadence Design Systems,4.1,178,Company - Public,1258
1265,CyberCoders,4.2,175,Subsidiary or Business Segment,1265
1268,"TalentBurst, Inc.",3.9,181,Company - Private,1268
1270,"US Tech Solutions, Inc",3.7,182,Company - Private,1270
1271,Russell Tobin & Associates,3.5,176,Subsidiary or Business Segment,1271
1273,Milestone Technologies Inc.,3.2,177,Company - Private,1273
1275,Robert Half,3.5,182,Company - Public,1275
